SGW_ID,Timestamp,GTP_ActiveTunnels,GTP_DL_Throughput,GTP_UL_Throughput,S1U_Volume_DL,S1U_Volume_UL,S5S8_Volume_DL
SGW_Lisboa_02,2025-09-10 00:00:00,1097,0.28170073578571864,0.37288686618252254,174387120,61654794,72150138
SGW_Lisboa_02,2025-09-10 00:15:00,1211,2.8924585361100448,2.217396485762471,272512862,76524271,246851322
SGW_Lisboa_02,2025-09-10 00:30:00,1327,1.774822770417877,1.6162015820057851,330604975,138598910,146297568
SGW_Lisboa_02,2025-09-10 00:45:00,1513,4.118111054066954,1.1165039198876174,311508903,212298683,386127533
SGW_Lisboa_02,2025-09-10 01:00:00,1246,3.7323047287149484,1.1134374317140034,444640376,108475621,369299051
SGW_Lisboa_02,2025-09-10 01:15:00,1162,0.23579477690141903,0.6865111855120143,290952493,115096014,249813225
SGW_Lisboa_02,2025-09-10 01:30:00,1170,0.5423269500394112,1.240581675968976,236537963,153398155,262500677
SGW_Lisboa_02,2025-09-10 01:45:00,1084,2.7034113682182435,0.10207229134620954,197936820,141256072,160640044
SGW_Lisboa_02,2025-09-10 02:00:00,1256,2.3829419170576616,0.8643823320108701,228242842,36151491,211977165
SGW_Lisboa_02,2025-09-10 02:15:00,971,3.3856975793368367,1.8228407937070266,177271056,107567396,225360069
SGW_Lisboa_02,2025-09-10 02:30:00,1123,0.737383325799711,0.04559002641402787,113887,31083024,13335318
SGW_Lisboa_02,2025-09-10 02:45:00,1323,1.8121428757230331,1.7913713951010564,441427431,88152049,105302615
SGW_Lisboa_02,2025-09-10 03:00:00,982,2.309739484181454,0.659986647443447,170701331,13715837,-6625283
SGW_Lisboa_02,2025-09-10 03:15:00,996,0.3769771315454118,1.130086301327883,262648517,79839153,274112045
SGW_Lisboa_02,2025-09-10 03:30:00,1165,2.7750095155150585,1.3986588296493436,106917175,134663106,276494869
SGW_Lisboa_02,2025-09-10 03:45:00,895,0.21468071361198038,0.544880541494509,101856669,-28981780,118086720
SGW_Lisboa_02,2025-09-10 04:00:00,1359,3.3835620010160996,1.5616186841615654,403426745,109531248,186645230
SGW_Lisboa_02,2025-09-10 04:15:00,1385,0.8135200755960283,1.431719745471437,253064382,182401233,310739415
SGW_Lisboa_02,2025-09-10 04:30:00,1112,1.9761540675881626,1.1234515867756858,242351004,189263291,91832828
SGW_Lisboa_02,2025-09-10 04:45:00,1236,1.5303835781190454,0.48554400470003983,427925666,123296638,226261866
SGW_Lisboa_02,2025-09-10 05:00:00,917,1.0783585324981908,1.6140910854604698,223350702,194799677,119042108
SGW_Lisboa_02,2025-09-10 05:15:00,1221,2.8483855082030396,0.356349613614377,269492877,183041740,82687038
SGW_Lisboa_02,2025-09-10 05:30:00,1024,1.4832203603165568,0.225252137243523,358625901,69848753,93053837
SGW_Lisboa_02,2025-09-10 05:45:00,1048,0.32680828394484607,1.8237397708686693,105119767,132287802,128967730
SGW_Lisboa_02,2025-09-10 06:00:00,2073,4.402399753964418,2.148677743523529,324290495,277893328,380583696
SGW_Lisboa_02,2025-09-10 06:15:00,1853,4.635834765680494,2.0695277875643323,360822494,269027913,411766610
SGW_Lisboa_02,2025-09-10 06:30:00,1750,2.4117289035912957,1.9073587803618974,313891864,179421908,282527753
SGW_Lisboa_02,2025-09-10 06:45:00,1714,4.475221979309716,1.1752883321940204,159737500,239249980,387397584
SGW_Lisboa_02,2025-09-10 07:00:00,1218,3.6942812648186507,1.8123340495893028,246404425,190264557,440484831
SGW_Lisboa_02,2025-09-10 07:15:00,1820,5.371622182398926,2.4352101246485445,479823450,166582215,490333074
SGW_Lisboa_02,2025-09-10 07:30:00,1971,5.183084079065198,2.8896106437308084,444180996,144170669,321044266
SGW_Lisboa_02,2025-09-10 07:45:00,1579,4.105847486455325,1.4955775425409277,491715443,177479874,336620902
SGW_Lisboa_02,2025-09-10 08:00:00,2260,4.810910785154517,3.350121758373959,550953922,252304814,294973457
SGW_Lisboa_02,2025-09-10 08:15:00,2308,5.6806838588191235,2.229116968683722,591682324,314932574,499135310
SGW_Lisboa_02,2025-09-10 08:30:00,2075,5.741023602780461,3.218335106402291,493692772,316952376,441343491
SGW_Lisboa_02,2025-09-10 08:45:00,2505,6.897074507626336,3.4626229439974727,658298629,292366357,563362643
SGW_Lisboa_02,2025-09-10 09:00:00,2514,6.907341311531238,3.131714418107381,624883428,297277991,458106879
SGW_Lisboa_02,2025-09-10 09:15:00,1942,4.838212678331705,2.30591830221397,541912324,172782058,576971613
SGW_Lisboa_02,2025-09-10 09:30:00,2378,3.828412198777661,2.81708814835029,534775394,342767482,405454843
SGW_Lisboa_02,2025-09-10 09:45:00,2461,6.962561687573422,3.4396072389836414,554479547,327191878,449135809
SGW_Lisboa_02,2025-09-10 10:00:00,2061,2.944684348547955,2.6070649196159397,514882336,251111578,447581200
SGW_Lisboa_02,2025-09-10 10:15:00,1959,4.209394968411525,1.1312609642596356,403181852,247828449,448585710
SGW_Lisboa_02,2025-09-10 10:30:00,1421,2.528795131675886,1.4013541899058048,334926342,186712572,300458893
SGW_Lisboa_02,2025-09-10 10:45:00,1531,4.041053571453485,2.1061407692467284,390688020,153335951,297397193
SGW_Lisboa_02,2025-09-10 11:00:00,1386,1.4230947591099636,1.6048187047694304,199738413,130584326,250317555
SGW_Lisboa_02,2025-09-10 11:15:00,1754,4.977065339015509,1.840414991432249,443258686,215911191,346929199
SGW_Lisboa_02,2025-09-10 11:30:00,1546,4.110590144555583,1.6160473077843618,268946526,142182303,325314363
SGW_Lisboa_02,2025-09-10 11:45:00,2164,3.2994084912780397,1.8466724370122862,339515665,300724092,356153823
SGW_Lisboa_02,2025-09-10 12:00:00,2016,5.0326646104292845,3.0029089150176316,405822321,230994204,435606203
SGW_Lisboa_02,2025-09-10 12:15:00,1885,8.07502141136008,2.9907311169016926,674227627,279887284,364452943
SGW_Lisboa_02,2025-09-10 12:30:00,2297,4.909257902262499,1.7862237226400086,642060094,385314494,439206125
SGW_Lisboa_02,2025-09-10 12:45:00,2206,4.53792153237318,1.7859529542315404,599093120,316856785,475709624
SGW_Lisboa_02,2025-09-10 13:00:00,2198,3.8298217807912063,2.854191583192858,633890333,439791108,429050591
SGW_Lisboa_02,2025-09-10 13:15:00,2879,8.396609832578728,4.431553606782545,844870685,425745722,640400414
SGW_Lisboa_02,2025-09-10 13:30:00,1924,4.187041612858561,2.03031844329325,274088851,242240001,425737911
SGW_Lisboa_02,2025-09-10 13:45:00,1712,3.9812717225506824,1.5920495772779093,436274835,239932244,299994217
SGW_Lisboa_02,2025-09-10 14:00:00,1501,1.9127235886640297,1.1645457156921162,287255390,110585478,291924130
SGW_Lisboa_02,2025-09-10 14:15:00,1586,4.355707829166861,1.5345553079437109,207349738,218210365,230357637
SGW_Lisboa_02,2025-09-10 14:30:00,1783,5.347238141421729,2.1926542547114822,277580086,170385811,295944201
SGW_Lisboa_02,2025-09-10 14:45:00,1941,3.402980761027167,1.2448561010964223,352933179,197741371,287621533
SGW_Lisboa_02,2025-09-10 15:00:00,1823,5.67987822332057,2.077401722618612,513037649,306312401,406707348
SGW_Lisboa_02,2025-09-10 15:15:00,2152,6.655756277200687,3.2821976110197006,366840281,192539205,492096943
SGW_Lisboa_02,2025-09-10 15:30:00,1819,4.812098072944156,2.723524894568486,331827460,172466287,464114486
SGW_Lisboa_02,2025-09-10 15:45:00,1553,3.590475102698756,2.5763430477921525,427007260,179007485,337155915
SGW_Lisboa_02,2025-09-10 16:00:00,1533,3.5063508571344966,1.4069558230993526,319948101,182740882,408909308
SGW_Lisboa_02,2025-09-10 16:15:00,1726,2.2606301007735206,2.0825351424693097,238820728,173972585,549722250
SGW_Lisboa_02,2025-09-10 16:30:00,1482,4.104970105141749,2.8022558110891023,519655390,208467981,287831230
SGW_Lisboa_02,2025-09-10 16:45:00,1584,2.3597338252591635,1.4233266482101108,280064861,155564264,418169243
SGW_Lisboa_02,2025-09-10 17:00:00,1371,2.1586863854562885,1.1528737423578812,273831585,102715121,94611575
SGW_Lisboa_02,2025-09-10 17:15:00,1579,4.716822689876127,1.3486009219049728,198274670,151343823,261202725
SGW_Lisboa_02,2025-09-10 17:30:00,1485,4.821122067535172,1.8183976982217684,254069488,222503823,145528908
SGW_Lisboa_02,2025-09-10 17:45:00,2064,4.350811228920939,2.7083595729924523,509306471,290594649,395481392
SGW_Lisboa_02,2025-09-10 18:00:00,2869,8.048988763867277,3.341003894011736,693446683,402043463,584968512
SGW_Lisboa_02,2025-09-10 18:15:00,2059,4.776446049204067,2.4054866994934185,367166448,296362342,345706939
SGW_Lisboa_02,2025-09-10 18:30:00,1900,5.654408841802139,3.339116275194475,415070957,316341329,292276236
SGW_Lisboa_02,2025-09-10 18:45:00,2812,6.242409907655317,3.4050020310094014,723940239,402221607,455576992
SGW_Lisboa_02,2025-09-10 19:00:00,2422,6.911989384906844,2.6662113545279977,802271605,241160050,565583060
SGW_Lisboa_02,2025-09-10 19:15:00,2317,6.4339676069565,2.824141069657104,815453849,315830218,530221713
SGW_Lisboa_02,2025-09-10 19:30:00,2698,8.944683720906866,2.781643277981497,676349705,359946666,666868266
SGW_Lisboa_02,2025-09-10 19:45:00,2253,4.806969335472925,2.7702747588277927,447099953,352786492,470440058
SGW_Lisboa_02,2025-09-10 20:00:00,2253,3.6484499987413734,2.3942359326656337,543591536,357779520,502043813
SGW_Lisboa_02,2025-09-10 20:15:00,2700,8.699829002289377,3.132033887434072,721337286,480730914,577587659
SGW_Lisboa_02,2025-09-10 20:30:00,1915,4.167089649375772,3.1965234201341355,349497075,246447376,370438247
SGW_Lisboa_02,2025-09-10 20:45:00,2097,3.887817282417175,3.19911763821829,526790875,329843835,561262289
SGW_Lisboa_02,2025-09-10 21:00:00,2434,7.264219574124687,3.274367907514254,554240721,294549861,384942718
SGW_Lisboa_02,2025-09-10 21:15:00,2361,8.011478101984103,3.099885563739837,599345111,345221816,489075582
SGW_Lisboa_02,2025-09-10 21:30:00,2331,5.73612983545606,2.2654447756887386,504162425,251671027,463697043
SGW_Lisboa_02,2025-09-10 21:45:00,2160,4.187290120350372,1.968885179140535,453186329,285245103,401136578
SGW_Lisboa_02,2025-09-10 22:00:00,1114,1.4995293371942513,0.4391822513026819,326513021,112744883,168015137
SGW_Lisboa_02,2025-09-10 22:15:00,1145,0.8486159429807723,1.673685816238125,110550738,50015878,32991830
SGW_Lisboa_02,2025-09-10 22:30:00,998,2.0066961474675598,0.9881098649711129,196189713,232272563,50635316
SGW_Lisboa_02,2025-09-10 22:45:00,793,0.0,0.0,211514250,82687661,91681827
SGW_Lisboa_02,2025-09-10 23:00:00,1546,1.019755937863834,1.6710308978460777,369284552,145604113,66727133
SGW_Lisboa_02,2025-09-10 23:15:00,815,1.2250129149457716,0.38374147086318966,187413249,117344227,-27470875
SGW_Lisboa_02,2025-09-10 23:30:00,905,2.9339679987781393,0.8337666893881401,12755732,140183338,133882180
SGW_Lisboa_02,2025-09-10 23:45:00,1034,0.9614778604804423,0.5048519457111438,-86817474,126239222,121097395
SGW_Lisboa_02,2025-09-11 00:00:00,827,0.0,0.9446468811249826,-558026,-18747557,156321196
SGW_Lisboa_02,2025-09-11 00:15:00,975,0.0,1.161034736383516,393089391,133714887,-15305618
SGW_Lisboa_02,2025-09-11 00:30:00,1109,2.4594981587436044,0.542851137390596,132222053,-5405240,115984050
SGW_Lisboa_02,2025-09-11 00:45:00,933,2.748729902501863,1.3634508382271306,233421847,98510999,180350651
SGW_Lisboa_02,2025-09-11 01:00:00,766,1.927328134457754,1.1515821857066926,105325312,92877064,115497654
SGW_Lisboa_02,2025-09-11 01:15:00,711,2.2856170887130887,0.6710844763478268,249284231,179783231,172200878
SGW_Lisboa_02,2025-09-11 01:30:00,1223,2.5046459033841306,1.4174514358047785,252666179,145719564,297044335
SGW_Lisboa_02,2025-09-11 01:45:00,1446,3.471594548779145,1.825410830861675,292567390,85669868,331642744
SGW_Lisboa_02,2025-09-11 02:00:00,1259,4.86496028102534,2.0301174122988126,261161611,2820020,90208562
SGW_Lisboa_02,2025-09-11 02:15:00,982,1.7295396674429426,1.2654374658413086,51620921,223147894,189445187
SGW_Lisboa_02,2025-09-11 02:30:00,1231,3.0262439569557134,0.3694454663903559,181106917,131106567,320530312
SGW_Lisboa_02,2025-09-11 02:45:00,897,2.376324491991961,1.3002399052849842,6756513,-109722656,197371854
SGW_Lisboa_02,2025-09-11 03:00:00,669,0.7243751017231785,0.9436955610934179,145988181,107348893,-10435297
SGW_Lisboa_02,2025-09-11 03:15:00,1192,2.974671512977537,1.5597147648845997,282050550,210005214,456055375
SGW_Lisboa_02,2025-09-11 03:30:00,871,1.851798981037453,0.06213212785721267,130940739,52521036,50990686
SGW_Lisboa_02,2025-09-11 03:45:00,1106,1.0243135818518705,1.0847393911662802,61741238,-22169427,240862413
SGW_Lisboa_02,2025-09-11 04:00:00,1328,2.6938414115863436,1.5957603137309808,415885772,162080473,110480142
SGW_Lisboa_02,2025-09-11 04:15:00,452,1.063103543417315,0.2450612813077917,134067884,58364795,202292370
SGW_Lisboa_02,2025-09-11 04:30:00,713,1.109260708945575,1.0324155730368543,146999499,42304682,-3340140
SGW_Lisboa_02,2025-09-11 04:45:00,1189,1.973836516232831,1.1064165545414915,171383432,80421100,185105118
SGW_Lisboa_02,2025-09-11 05:00:00,845,2.6533776311853425,1.4011253955913852,94339990,98137714,125329215
SGW_Lisboa_02,2025-09-11 05:15:00,1410,2.866495044580277,0.6524224649001767,20563059,47626178,119128239
SGW_Lisboa_02,2025-09-11 05:30:00,1024,2.4618712019168654,0.6176741758535902,159454406,17372494,65080680
SGW_Lisboa_02,2025-09-11 05:45:00,967,0.9316026017416916,1.4043294413579515,50007359,122731049,94713799
SGW_Lisboa_02,2025-09-11 06:00:00,1701,4.115742124245149,2.880187146038879,611544908,235547006,337056937
SGW_Lisboa_02,2025-09-11 06:15:00,1761,4.204786746369462,1.6299583558674553,558489979,328172144,278356300
SGW_Lisboa_02,2025-09-11 06:30:00,2034,5.7780760586612905,1.7196042415379584,431876912,138729693,264138835
SGW_Lisboa_02,2025-09-11 06:45:00,2073,3.3973520415667045,2.397140078402707,368704050,203962598,414948579
SGW_Lisboa_02,2025-09-11 07:00:00,1500,1.947106297810618,1.6696203252653483,473391549,200079809,255055696
SGW_Lisboa_02,2025-09-11 07:15:00,1292,2.3785090493432737,2.422940275202326,400415229,192942323,289200780
SGW_Lisboa_02,2025-09-11 07:30:00,1719,3.98368908642739,2.0407389712342,284486976,206958158,323190974
SGW_Lisboa_02,2025-09-11 07:45:00,1492,2.9532281423692774,2.136749427108428,319982842,264405381,247572766
SGW_Lisboa_02,2025-09-11 08:00:00,1660,4.369271386483967,2.586024595526349,286866643,195036239,323569083
SGW_Lisboa_02,2025-09-11 08:15:00,2245,5.748495257068273,2.842394121286558,626005080,278325357,310192827
SGW_Lisboa_02,2025-09-11 08:30:00,2627,6.875125395822565,2.862858906117441,636801115,311242357,573817723
SGW_Lisboa_02,2025-09-11 08:45:00,2446,6.848498629012278,3.7340939858009654,710114611,331494126,608098503
SGW_Lisboa_02,2025-09-11 09:00:00,2376,7.024612444190973,3.964719795094069,806886327,326389333,622045023
SGW_Lisboa_02,2025-09-11 09:15:00,2603,4.629451026633232,4.578527481686534,547528412,215252556,553678283
SGW_Lisboa_02,2025-09-11 09:30:00,2072,5.624650752268546,3.0593566099950675,392722397,259846865,512398408
SGW_Lisboa_02,2025-09-11 09:45:00,2168,5.897348820317662,2.2870650299959614,656436593,305505872,594554581
SGW_Lisboa_02,2025-09-11 10:00:00,1447,4.476141521929488,1.0193451512967031,225624096,267012882,370102267
SGW_Lisboa_02,2025-09-11 10:15:00,1802,4.870692352936577,1.7757820590601736,500738672,201563549,348947364
SGW_Lisboa_02,2025-09-11 10:30:00,1508,2.744829483884309,1.9221044180558282,355894355,218685045,161071995
SGW_Lisboa_02,2025-09-11 10:45:00,2109,7.177611854294653,2.221879506173937,427217732,234079337,357744136
SGW_Lisboa_02,2025-09-11 11:00:00,1991,5.664696318285258,1.4053530639324303,509266271,147074450,434136526
SGW_Lisboa_02,2025-09-11 11:15:00,1627,4.324314664973356,1.3063230737637186,536416808,161283712,315844543
SGW_Lisboa_02,2025-09-11 11:30:00,1359,4.242837042802691,2.1588348623488516,460299975,174010218,258529772
SGW_Lisboa_02,2025-09-11 11:45:00,1666,1.2138418178765176,2.844771865924013,366792308,241084392,354715011
SGW_Lisboa_02,2025-09-11 12:00:00,2429,5.971168057123489,2.710450956965145,575965470,272036790,629398867
SGW_Lisboa_02,2025-09-11 12:15:00,2040,4.817592580007761,2.4931395800820955,543149418,267331839,368963259
SGW_Lisboa_02,2025-09-11 12:30:00,2027,4.508175530454263,3.008592219297482,291435760,222773845,475489817
SGW_Lisboa_02,2025-09-11 12:45:00,2119,4.5240664631772365,3.0511656108707825,634706831,286762323,404206933
SGW_Lisboa_02,2025-09-11 13:00:00,2055,4.735988695648004,2.5535525366589114,704190152,335796105,386042832
SGW_Lisboa_02,2025-09-11 13:15:00,2101,6.733382863406225,3.1796370389243034,558558156,298414736,521651456
SGW_Lisboa_02,2025-09-11 13:30:00,2473,7.081690489500432,3.816134478700782,693403298,354557239,594316865
SGW_Lisboa_02,2025-09-11 13:45:00,2089,5.7647698433675725,2.6632487799925304,554642962,312995569,524911769
SGW_Lisboa_02,2025-09-11 14:00:00,1729,4.97093527985601,2.285947889683726,455738996,194836449,398057216
SGW_Lisboa_02,2025-09-11 14:15:00,1932,5.868017155187227,2.3303377174771924,290793816,238969097,347990738
SGW_Lisboa_02,2025-09-11 14:30:00,2249,5.81728720903307,2.7745058452598803,556384974,188860356,518877327
SGW_Lisboa_02,2025-09-11 14:45:00,1276,3.642164620058657,1.24911296073613,90760002,65152335,210686783
SGW_Lisboa_02,2025-09-11 15:00:00,1878,3.0391950488184576,2.1408571623034507,372169102,135225449,271684706
SGW_Lisboa_02,2025-09-11 15:15:00,1472,2.7620516360012433,1.0701740695978086,505560595,175410233,283780031
SGW_Lisboa_02,2025-09-11 15:30:00,1359,3.7085347615719795,2.1062712731662665,214577384,153755848,278794118
SGW_Lisboa_02,2025-09-11 15:45:00,1960,5.838567315805495,2.359559789765864,495858239,200955749,451571964
SGW_Lisboa_02,2025-09-11 16:00:00,1912,4.265070782956292,2.017079086764746,516583833,276670039,392309578
SGW_Lisboa_02,2025-09-11 16:15:00,1730,4.429135711018537,2.1660526077509457,388001618,267660504,382778861
SGW_Lisboa_02,2025-09-11 16:30:00,1571,1.682358466404162,2.594806226419382,377012646,292068451,147626190
SGW_Lisboa_02,2025-09-11 16:45:00,1372,3.1340362769651566,1.4972826956767278,96085812,197819701,220341710
SGW_Lisboa_02,2025-09-11 17:00:00,1682,4.229801615283568,1.86528100738203,457700821,161836354,390269562
SGW_Lisboa_02,2025-09-11 17:15:00,1805,4.018465901536094,2.2572571300521367,528868657,241768938,469334759
SGW_Lisboa_02,2025-09-11 17:30:00,1816,3.43266060387734,2.626282904184873,408091000,180483126,386975573
SGW_Lisboa_02,2025-09-11 17:45:00,1516,2.7542042221080387,2.213457312486897,511366578,156663447,270333359
SGW_Lisboa_02,2025-09-11 18:00:00,1923,5.270378096639186,2.7222463058316952,406351397,288628067,356976503
SGW_Lisboa_02,2025-09-11 18:15:00,2081,5.728916646036545,3.2107215724646334,577833763,221397089,400199675
SGW_Lisboa_02,2025-09-11 18:30:00,2536,5.966425959138498,2.8810267949813344,668280063,257954687,387132952
SGW_Lisboa_02,2025-09-11 18:45:00,1950,4.059883219560882,2.689114010277423,667639406,211898605,373029438
SGW_Lisboa_02,2025-09-11 19:00:00,2415,7.037605092257762,3.358714175281105,625338082,331733111,500207230
SGW_Lisboa_02,2025-09-11 19:15:00,2152,6.046228573166067,2.4380112392994433,565137601,252060238,424593355
SGW_Lisboa_02,2025-09-11 19:30:00,2548,8.468418874096761,2.4466252227454324,598200587,203913422,368250277
SGW_Lisboa_02,2025-09-11 19:45:00,2322,6.59929168642082,3.0233883155111645,645235567,335628339,494802571
SGW_Lisboa_02,2025-09-11 20:00:00,1990,5.314141589902693,2.2962568655940796,467412298,269684013,436268869
SGW_Lisboa_02,2025-09-11 20:15:00,2257,6.575092381201005,3.2054478385365544,680333730,303170735,478830278
SGW_Lisboa_02,2025-09-11 20:30:00,2524,8.592388910519722,3.1265095423965676,752883416,353615181,407180726
