Timestamp,Node_ID,Node_Type,Technology,Active_Sessions,CPU_Load,Memory_Utilization,Registration_Attempts,Registration_Successes,Session_Establish_Attempts,Session_Establish_Successes,Paging_Attempts,DL_Data_Volume_GB,UL_Data_Volume_GB
2025-09-10 00:00:00,MME_Lisboa_01,MME,4G,2298,42.585039891279585,,188,178,,,105,,
2025-09-10 00:15:00,MME_Lisboa_01,MME,4G,1660,37.29254930467208,,174,164,,,96,,
2025-09-10 00:30:00,MME_Lisboa_01,MME,4G,2171,39.64168162964887,,228,207,,,71,,
2025-09-10 00:45:00,MME_Lisboa_01,MME,4G,1517,41.17932195050817,,157,150,,,84,,
2025-09-10 01:00:00,MME_Lisboa_01,MME,4G,2085,41.62759429534453,,229,218,,,89,,
2025-09-10 01:15:00,MME_Lisboa_01,MME,4G,1594,36.44596342738272,,167,163,,,84,,
2025-09-10 01:30:00,MME_Lisboa_01,MME,4G,2458,37.68871672235346,,238,228,,,113,,
2025-09-10 01:45:00,MME_Lisboa_01,MME,4G,1835,44.962241600788346,,199,188,,,121,,
2025-09-10 02:00:00,MME_Lisboa_01,MME,4G,1854,40.36426439255182,,161,160,,,61,,
2025-09-10 02:15:00,MME_Lisboa_01,MME,4G,1595,48.503232329243744,,157,153,,,54,,
2025-09-10 02:30:00,MME_Lisboa_01,MME,4G,1987,49.098738781037994,,190,182,,,90,,
2025-09-10 02:45:00,MME_Lisboa_01,MME,4G,2144,38.65840700362326,,198,191,,,92,,
2025-09-10 03:00:00,MME_Lisboa_01,MME,4G,1671,34.54392582546845,,138,136,,,63,,
2025-09-10 03:15:00,MME_Lisboa_01,MME,4G,1261,24.683769241226905,,143,138,,,68,,
2025-09-10 03:30:00,MME_Lisboa_01,MME,4G,1448,29.070770314843802,,106,100,,,31,,
2025-09-10 03:45:00,MME_Lisboa_01,MME,4G,1676,35.06479174561844,,178,166,,,90,,
2025-09-10 04:00:00,MME_Lisboa_01,MME,4G,1812,40.524550430020575,,187,177,,,83,,
2025-09-10 04:15:00,MME_Lisboa_01,MME,4G,2211,45.00474852420647,,237,232,,,122,,
2025-09-10 04:30:00,MME_Lisboa_01,MME,4G,2412,46.19169821572709,,251,238,,,135,,
2025-09-10 04:45:00,MME_Lisboa_01,MME,4G,2151,35.98824240522337,,206,198,,,109,,
2025-09-10 05:00:00,MME_Lisboa_01,MME,4G,1747,41.63249288852888,,183,176,,,89,,
2025-09-10 05:15:00,MME_Lisboa_01,MME,4G,2153,38.308942601270154,,218,211,,,97,,
2025-09-10 05:30:00,MME_Lisboa_01,MME,4G,2566,28.75980925190411,,292,282,,,130,,
2025-09-10 05:45:00,MME_Lisboa_01,MME,4G,1829,32.53231029705669,,176,170,,,90,,
2025-09-10 06:00:00,MME_Lisboa_01,MME,4G,2181,41.34288387467409,,185,178,,,93,,
2025-09-10 06:15:00,MME_Lisboa_01,MME,4G,2366,55.529687040593046,,261,248,,,102,,
2025-09-10 06:30:00,MME_Lisboa_01,MME,4G,2668,45.74124866033028,,281,263,,,94,,
2025-09-10 06:45:00,MME_Lisboa_01,MME,4G,3825,52.18728867603408,,371,360,,,174,,
2025-09-10 07:00:00,MME_Lisboa_01,MME,4G,2516,44.21997895273367,,246,235,,,101,,
2025-09-10 07:15:00,MME_Lisboa_01,MME,4G,3970,55.03402447096785,,395,367,,,183,,
2025-09-10 07:30:00,MME_Lisboa_01,MME,4G,2996,52.13134799952971,,296,277,,,148,,
